Iteration	Posterior	Likelihood	Prior	rate01	rate_log_sd	tree_length
0	-83.33163	-244.6952	161.3635	0.41616	1.31568	1.587575
6	-75.49405	-236.6169	161.1229	0.8866247	0.4816102	1.877862
12	-67.48294	-227.507	160.0241	0.8866247	0.6534109	2.480532
18	-76.79355	-236.3891	159.5955	1.731349	0.3768746	2.480532
24	-79.94906	-240.3471	160.3981	0.7329329	0.4595302	2.480532
30	-77.48137	-238.1536	160.6723	0.9024806	0.3943017	2.222435
36	-82.99465	-243.7732	160.7786	0.2228407	0.5635038	2.750403
42	-97.46219	-259.2324	161.7702	0.1785943	0.7300039	2.103285
48	-79.38223	-240.9478	161.5655	0.3893499	0.9082341	1.770569
54	-79.23706	-240.9781	161.741	0.2258115	0.9625305	1.873543
60	-71.24826	-233.5597	162.3114	0.1348335	1.06637	1.60408
66	-70.18931	-231.873	161.6836	0.4975821	1.470592	1.090544
72	-75.15137	-237.2548	162.1034	0.5557161	1.114655	0.9356706
78	-77.77397	-239.7751	162.0012	0.8746468	0.5969893	1.136527
84	-79.35835	-239.6048	160.2465	0.8746468	0.6234496	2.36761
90	-76.00828	-236.1813	160.173	0.2852406	0.7092769	2.93118
96	-72.16962	-232.3605	160.1909	0.1221634	0.01592049	3.62066
102	-71.67334	-231.992	160.3186	0.162011	0.3223078	3.282633
108	-77.05191	-238.5129	161.461	0.1646874	0.447398	2.510284
114	-78.70761	-239.1435	160.4358	0.8302582	0.1599949	2.570819
120	-73.72079	-235.4598	161.739	0.2753731	0.342987	2.199865
126	-74.27004	-236.6283	162.3582	0.2648132	1.264453	1.092856
132	-75.83777	-237.3493	161.5115	0.6428669	0.9135427	1.507024
138	-74.26335	-236.469	162.2056	0.3555819	0.7423626	1.476959
144	-72.48826	-233.9372	161.449	0.5086779	0.4573095	2.011484
150	-74.07807	-233.92	159.8419	1.236097	0.5090183	2.474556
156	-70.74011	-230.5718	159.8317	1.275562	0.5090183	2.460122
162	-72.37079	-232.8874	160.5166	1.144691	0.6330662	2.011747
168	-73.728	-232.2363	158.5083	1.045352	0.2282033	3.548494
174	-75.89313	-235.837	159.9439	1.045352	0.2352195	2.688381
180	-75.36809	-236.4952	161.1271	0.376204	0.8336265	2.133348
186	-80.73665	-241.948	161.2114	0.4026026	0.4619627	2.285588
192	-80.35962	-240.3344	159.9748	0.7691042	0.3771554	2.765355
198	-81.3357	-242.1758	160.8401	1.150448	0.1564012	2.109429
204	-70.84301	-231.4529	160.6099	0.909864	0.2418158	2.354806
210	-61.22516	-221.0122	159.787	1.899578	0.5379569	2.188322
216	-70.72585	-230.9734	160.2475	1.830989	0.1233554	2.186104
222	-71.78333	-233.7994	162.0161	0.4485918	1.072733	1.222474
228	-74.08713	-235.8473	161.7602	0.7646562	1.186253	0.9211485
234	-86.91317	-247.6025	160.6893	2.225689	0.5562047	1.417357
240	-76.43936	-236.8416	160.4022	1.974453	0.30863	1.902995
246	-77.8131	-238.4255	160.6124	1.141667	0.5924355	1.976775
252	-76.45756	-237.1588	160.7012	1.928206	0.357246	1.681001
258	-79.94732	-241.2467	161.2994	0.8607113	0.255758	1.930723
264	-75.81502	-235.6371	159.8221	1.010422	0.06532357	2.886974
270	-74.44583	-234.6231	160.1773	1.572339	0.02377138	2.404937
276	-85.60654	-246.4699	160.8634	0.7997719	0.6211531	2.024845
282	-73.83248	-235.058	161.2256	0.8268881	1.16948	1.35173
288	-80.36506	-240.6456	160.2805	2.295406	0.1493621	1.97167
294	-75.11442	-236.4348	161.3204	0.6051045	0.5420142	1.941756
300	-75.29754	-236.4234	161.1259	1.423408	0.2982567	1.663998
306	-91.1636	-253.5085	162.3449	0.3938257	1.020777	1.067064
312	-84.33122	-245.8639	161.5327	1.115963	0.1462149	1.66589
318	-76.05975	-237.1335	161.0738	0.7248302	0.7267	1.874002
324	-76.24314	-237.0982	160.8551	1.06449	0.4723995	1.942552
330	-76.82204	-237.9692	161.1471	0.4762365	0.1306956	2.4518
336	-70.31443	-231.1232	160.8088	0.3699728	0.6121919	2.485974
342	-71.98906	-232.7172	160.7281	0.8252142	0.9359389	1.884253
348	-77.95196	-238.4007	160.4487	0.7507339	1.043806	2.058788
354	-80.32335	-240.8464	160.5231	1.447488	1.041619	1.548653
360	-80.23167	-241.259	161.0273	1.193629	0.8298802	1.484143
366	-68.80634	-231.4638	162.6575	0.1806813	0.8298802	1.404457
372	-82.16729	-243.8512	161.6839	0.1806813	1.089118	1.917218
378	-77.24929	-238.7076	161.4584	0.1731979	0.1570391	2.674487
384	-73.74094	-235.1118	161.3709	0.5139575	0.1852316	2.234943
390	-76.31537	-237.1763	160.861	0.1033221	0.3662113	3.065157
396	-72.30413	-231.6751	159.371	1.148204	0.0897803	3.065157
402	-61.00367	-221.7404	160.7367	0.6304063	0.06299569	2.601326
408	-79.76646	-240.1477	160.3812	0.7527266	0.2576576	2.601326
414	-81.44364	-243.2634	161.8197	0.6385941	1.519477	0.5365457
420	-76.5962	-238.4611	161.8649	0.6385941	1.388254	0.7409628
426	-78.36262	-238.5503	160.1877	2.236504	0.9919673	1.463387
432	-82.3998	-243.8198	161.42	0.6477661	0.9919673	1.511756
438	-69.25651	-231.5021	162.2456	0.4446816	1.172529	0.9182205
444	-70.81089	-233.3251	162.5143	0.2990778	0.9364778	1.172404
450	-75.38576	-235.1029	159.7172	0.9310473	1.166129	2.32041
456	-75.93317	-238.1181	162.1849	0.3161907	1.154734	1.233851
462	-82.48622	-243.7016	161.2153	0.826608	1.154734	1.371725
468	-69.23123	-231.7125	162.4813	0.1598004	1.471737	1.069649
474	-76.15316	-238.4305	162.2773	0.4073881	1.266156	0.8533051
480	-81.82648	-243.6548	161.8283	0.545471	1.326086	1.0172
486	-77.03379	-238.4311	161.3973	0.545471	1.096411	1.562006
492	-74.6109	-236.2175	161.6066	0.5727845	1.149194	1.329534
498	-82.49603	-245.6234	163.1274	0.1037129	1.149194	0.9582953
504	-79.17082	-240.8645	161.6936	0.5259594	1.76157	0.6830105
510	-77.08123	-238.4116	161.3304	0.837345	1.76157	0.504387
516	-63.46571	-225.0604	161.5947	0.5717948	1.76157	0.3238033
522	-71.91498	-233.8414	161.9264	0.4608665	1.6916	0.4977016
528	-75.11517	-236.9734	161.8582	0.2486137	1.965226	0.2265751
534	-77.44482	-239.1497	161.7049	0.2380752	1.662469	1.367401
540	-72.78653	-235.6617	162.8751	0.07375919	1.339608	1.144671
546	-79.23292	-241.9285	162.6956	0.07375919	1.543334	1.123051
552	-78.53557	-240.1435	161.608	0.6617167	1.543334	0.8369281
558	-81.93513	-243.5163	161.5811	0.60998	1.701429	0.7575697
564	-81.9239	-243.8694	161.9455	0.443796	1.701429	0.5266197
570	-88.06131	-249.4678	161.4065	0.4556842	1.180984	1.602029
576	-100.3471	-261.8887	161.5416	0.9439303	1.049105	1.075436
582	-80.31591	-241.9204	161.6045	0.4160639	1.071218	1.590301
588	-67.07715	-228.3778	161.3006	0.7980799	1.619672	0.9057077
594	-74.12267	-236.1414	162.0188	0.2896185	0.8722307	1.627387
600	-78.27251	-239.7429	161.4704	1.338362	0.7203723	1.112762
606	-68.89134	-230.4629	161.5715	0.7863055	1.213155	1.058412
612	-81.08113	-243.0998	162.0186	0.6752303	1.008086	0.9573261
618	-80.78836	-242.3599	161.5716	1.119641	1.096398	0.8077173
624	-65.92606	-227.9453	162.0193	0.6617272	1.290649	0.4945946
630	-63.73776	-224.56	160.8223	1.346553	1.132095	1.308884
636	-67.09038	-229.1981	162.1077	0.2934077	0.7001609	1.680542
642	-73.94195	-234.2315	160.2895	0.3858144	0.8039686	2.669465
648	-86.53611	-245.9629	159.4268	0.537429	0.8679986	2.992881
654	-85.44104	-247.0859	161.6448	0.7442107	1.063177	1.174428
660	-73.1743	-233.9132	160.7389	0.4047703	0.7481154	2.401362
666	-81.51903	-242.3229	160.8038	0.8778469	0.7421545	1.924098
672	-73.76007	-234.6477	160.8876	0.4560576	0.8025978	2.21156
678	-71.68832	-232.1683	160.4799	0.3730635	0.5929245	2.697802
684	-69.9257	-230.7481	160.8224	1.012929	0.47178	1.998422
